gene_id	cell_group	Gene.Ontology.IDs
LOC105339977	10	GO:0030182
LOC105339977	10	GO:0031016
LOC105339977	10	GO:0033674
LOC105339977	10	GO:0043235
LOC105339977	10	GO:0050918
LOC105339977	10	GO:0051897
LOC105339977	10	GO:0071526
LOC105339977	10	GO:2001028
LOC105332609	10	NA
LOC105332606	14	GO:0000976
LOC105332606	14	GO:0000981
LOC105332606	14	GO:0003677
LOC105332606	14	GO:0005634
LOC105332606	14	GO:0008270
LOC105332606	14	GO:0045893
LOC105332606	14	GO:0045944
LOC105332606	14	GO:0048738
LOC105332606	6	GO:0000976
LOC105332606	6	GO:0000981
LOC105332606	6	GO:0003677
LOC105332606	6	GO:0005634
LOC105332606	6	GO:0008270
LOC105332606	6	GO:0045893
LOC105332606	6	GO:0045944
LOC105332606	6	GO:0048738
LOC105319359	14	NA
LOC105322006	5	GO:0002088
LOC105322006	5	GO:0005737
LOC105322006	5	GO:0005829
LOC105322006	5	GO:0007517
LOC105322006	5	GO:0030018
LOC105322006	5	GO:0030154
LOC105322006	5	GO:0031672
LOC105322006	5	GO:0048471
LOC105322006	5	GO:0051879
LOC105322006	5	GO:0061077
LOC105333225	4	GO:0000978
LOC105333225	4	GO:0000981
LOC105333225	4	GO:0001228
LOC105333225	4	GO:0001661
LOC105333225	4	GO:0001708
LOC105333225	4	GO:0003677
LOC105333225	4	GO:0003700
LOC105333225	4	GO:0005634
LOC105333225	4	GO:0006338
LOC105333225	4	GO:0006357
LOC105333225	4	GO:0010092
LOC105333225	4	GO:0010467
LOC105333225	4	GO:0010468
LOC105333225	4	GO:0010975
LOC105333225	4	GO:0016575
LOC105333225	4	GO:0019901
LOC105333225	4	GO:0021764
LOC105333225	4	GO:0021902
LOC105333225	4	GO:0021987
LOC105333225	4	GO:0030182
LOC105333225	4	GO:0030902
LOC105333225	4	GO:0031490
LOC105333225	4	GO:0045892
LOC105333225	4	GO:0045944
LOC105333225	4	GO:1902667
LOC105323125	2	GO:0001540
LOC105323125	2	GO:0001784
LOC105323125	2	GO:0005546
LOC105323125	2	GO:0005769
LOC105323125	2	GO:0005829
LOC105323125	2	GO:0005883
LOC105323125	2	GO:0005886
LOC105323125	2	GO:0006898
LOC105323125	2	GO:0008203
LOC105323125	2	GO:0009898
LOC105323125	2	GO:0009925
LOC105323125	2	GO:0030159
LOC105323125	2	GO:0030276
LOC105323125	2	GO:0030301
LOC105323125	2	GO:0030424
LOC105323125	2	GO:0030669
LOC105323125	2	GO:0031623
LOC105323125	2	GO:0034383
LOC105323125	2	GO:0035591
LOC105323125	2	GO:0035612
LOC105323125	2	GO:0035615
LOC105323125	2	GO:0035650
LOC105323125	2	GO:0042632
LOC105323125	2	GO:0042982
LOC105323125	2	GO:0043393
LOC105323125	2	GO:0048260
LOC105323125	2	GO:0050750
LOC105323125	2	GO:0055037
LOC105323125	2	GO:0071345
LOC105323125	2	GO:0090118
LOC105323125	2	GO:0090205
LOC105323125	2	GO:1903076
LOC105323125	2	GO:1904707
LOC105323125	2	GO:1905581
LOC105323125	2	GO:1905602
LOC105330942	13	GO:0005212
LOC105330942	13	GO:0005737
LOC105330942	13	GO:0005882
LOC105330942	13	GO:0005886
LOC105330942	13	GO:0005938
LOC105330942	13	GO:0045109
LOC105330942	13	GO:0048469
LOC105330942	13	GO:0070307
LOC105332654	10	GO:0000122
LOC105332654	10	GO:0000978
LOC105332654	10	GO:0000981
LOC105332654	10	GO:0002164
LOC105332654	10	GO:0005634
LOC105332654	10	GO:0006357
LOC105332654	10	GO:0007411
LOC105332654	10	GO:0016358
LOC105332654	10	GO:0045664
LOC105332654	10	GO:0045773
LOC105332654	10	GO:0046872
LOC105332654	10	GO:0048665
LOC105332654	10	GO:0048856
LOC105344648	12	GO:0005783
LOC105344648	12	GO:0006636
LOC105344648	12	GO:0009922
LOC105344648	12	GO:0019367
LOC105344648	12	GO:0030148
LOC105344648	12	GO:0030176
LOC105344648	12	GO:0034625
LOC105344648	12	GO:0034626
LOC105344648	12	GO:0035338
LOC105344648	12	GO:0042761
LOC105344648	12	GO:0102756
LOC105344649	12	GO:0005783
LOC105344649	12	GO:0005789
LOC105344649	12	GO:0006636
LOC105344649	12	GO:0009922
LOC105344649	12	GO:0019367
LOC105344649	12	GO:0030148
LOC105344649	12	GO:0030176
LOC105344649	12	GO:0034625
LOC105344649	12	GO:0034626
LOC105344649	12	GO:0035338
LOC105344649	12	GO:0042761
LOC105344649	12	GO:0102756
LOC105344655	9	GO:0000287
LOC105344655	9	GO:0004019
LOC105344655	9	GO:0005525
LOC105344655	9	GO:0005737
LOC105344655	9	GO:0044208
LOC105334171	7	GO:0005267
LOC105334171	7	GO:0005887
LOC105334171	7	GO:0006813
LOC105334171	7	GO:0006937
LOC105334171	7	GO:0015271
LOC105334171	7	GO:0022841
LOC105334171	7	GO:0030322
LOC105334171	7	GO:0036195
LOC105334171	7	GO:0055120
LOC105334171	7	GO:0071805
LOC105337692	2	GO:0005730
LOC105337692	2	GO:0006364
LOC105337692	2	GO:0034511
LOC105318857	6	GO:0005634
LOC105318857	6	GO:0005737
LOC105318857	6	GO:0006886
LOC105318857	6	GO:0031267
LOC105348570	5	GO:0005861
LOC105348570	5	GO:0006937
LOC105330366	4	GO:0004198
LOC105330366	4	GO:0005509
LOC105330366	4	GO:0005737
LOC105330366	4	GO:0006508
LOC105330366	4	GO:0007586
LOC105333627	13	GO:0005887
LOC105333627	13	GO:0016477
LOC105333630	11	GO:0005930
LOC105333630	11	GO:0030175
LOC105333630	11	GO:0030286
LOC105333630	11	GO:0045504
LOC105333051	5	GO:0000122
LOC105333051	5	GO:0000785
LOC105333051	5	GO:0000977
LOC105333051	5	GO:0000981
LOC105333051	5	GO:0001228
LOC105333051	5	GO:0001755
LOC105333051	5	GO:0005634
LOC105333051	5	GO:0005654
LOC105333051	5	GO:0005794
LOC105333051	5	GO:0006357
LOC105333051	5	GO:0010718
LOC105333051	5	GO:0016604
LOC105333051	5	GO:0045892
LOC105333051	5	GO:0045893
LOC105333051	5	GO:0045944
LOC105333051	5	GO:0048704
LOC105333051	5	GO:1990837
LOC105319166	2	GO:0002115
LOC105319166	2	GO:0005509
LOC105319166	2	GO:0005737
LOC105345833	4	GO:0006147
LOC105345833	4	GO:0008270
LOC105345833	4	GO:0008892
LOC105343207	12	GO:0005452
LOC105343207	12	GO:0005886
LOC105343207	12	GO:0006814
LOC105343207	12	GO:0008510
LOC105343207	12	GO:0015701
LOC105343207	12	GO:0016021
LOC105343207	12	GO:0016323
LOC105343207	12	GO:0022857
LOC105343207	12	GO:0050801
LOC105343207	12	GO:0051453
LOC105343207	12	GO:0055085
LOC105341857	3	GO:0003723
LOC105341857	3	GO:0003727
LOC105341857	3	GO:0003729
LOC105341857	3	GO:0005634
LOC105341857	3	GO:0005654
LOC105341857	3	GO:0005737
LOC105341857	3	GO:0005783
LOC105341857	3	GO:0006397
LOC105341857	3	GO:0007566
LOC105341857	3	GO:0010609
LOC105341857	3	GO:0016554
LOC105341857	3	GO:0016556
LOC105341857	3	GO:0030895
LOC105341857	3	GO:0045293
LOC105341857	3	GO:0050821
LOC105341857	3	GO:1901537
LOC105341857	3	GO:2000623
LOC105347381	1	GO:0004623
LOC105347381	1	GO:0005509
LOC105347381	1	GO:0005576
LOC105347381	1	GO:0006644
LOC105347381	1	GO:0016042
LOC105347381	1	GO:0043655
LOC105347381	1	GO:0050482
LOC105347381	1	GO:0090729
LOC105347378	1	GO:0005737
LOC105347378	1	GO:0017183
LOC105347378	1	GO:0032991
LOC105347378	1	GO:0051539
LOC105347378	1	GO:0090560
LOC105320596	5	GO:0006511
LOC105320596	5	GO:0014069
LOC105320596	5	GO:0016567
LOC105320596	5	GO:0031463
LOC105320596	5	GO:0043005
LOC105320596	5	GO:0043025
LOC105320596	5	GO:0070161
LOC105320586	13	GO:0005743
LOC105320586	13	GO:0005886
LOC105320586	13	GO:0006814
LOC105320586	13	GO:0010008
LOC105320586	13	GO:0010348
LOC105320586	13	GO:0015385
LOC105320586	13	GO:0016021
LOC105320586	13	GO:0016323
LOC105320586	13	GO:0030317
LOC105320586	13	GO:0030672
LOC105320586	13	GO:0031966
LOC105320586	13	GO:0042802
LOC105320586	13	GO:0061178
LOC105320586	13	GO:0070161
LOC105320586	13	GO:0072583
LOC105320586	13	GO:0097228
LOC105320586	13	GO:0097708
LOC105320586	13	GO:2001206
LOC105342897	6	GO:0000976
LOC105342897	6	GO:0000978
LOC105342897	6	GO:0000981
LOC105342897	6	GO:0003309
LOC105342897	6	GO:0003310
LOC105342897	6	GO:0003311
LOC105342897	6	GO:0005634
LOC105342897	6	GO:0006357
LOC105342897	6	GO:0031018
LOC105342897	6	GO:0035774
LOC105342897	6	GO:0042593
LOC105342897	6	GO:0045893
LOC105342897	6	GO:0045944
LOC105342897	6	GO:0050796
LOC105342897	6	GO:0090104
LOC105317153	3	GO:0008080
LOC105341161	3	GO:0005794
LOC105341161	3	GO:0005856
LOC105341161	3	GO:0016021
LOC105342289	9	GO:0000785
LOC105342289	9	GO:0000978
LOC105342289	9	GO:0000981
LOC105342289	9	GO:0001228
LOC105342289	9	GO:0001787
LOC105342289	9	GO:0001866
LOC105342289	9	GO:0005634
LOC105342289	9	GO:0005654
LOC105342289	9	GO:0006357
LOC105342289	9	GO:0016604
LOC105342289	9	GO:0016605
LOC105342289	9	GO:0030154
LOC105342289	9	GO:0045087
LOC105342289	9	GO:0045893
LOC105342289	9	GO:0045944
LOC105342289	9	GO:1990837
LOC105324617	14	GO:0000978
LOC105324617	14	GO:0000981
LOC105324617	14	GO:0005634
LOC105324617	14	GO:0006357
LOC105324617	14	GO:0046872
LOC105324593	12	GO:0004672
LOC105324593	12	GO:0005524
LOC105324593	12	GO:0005634
LOC105324593	12	GO:0005737
LOC105324593	12	GO:0006468
LOC105324593	12	GO:0006611
LOC105324593	12	GO:0007049
LOC105324593	12	GO:0030295
LOC105324593	12	GO:0032147
LOC105324593	12	GO:0043539
LOC105324593	12	GO:1902554
LOC105326681	7	GO:0003729
LOC105326681	7	GO:0005634
LOC105326681	7	GO:0007268
LOC105326681	7	GO:0022611
LOC105326681	7	GO:0035206
LOC105326681	7	GO:0045202
LOC105342498	14	GO:0005634
LOC105342498	14	GO:0005737
LOC105342498	14	GO:0005783
LOC105342498	14	GO:0006913
LOC105342498	14	GO:0048471
LOC105320214	1	GO:0005509
LOC105320214	1	GO:0005615
LOC105320214	1	GO:0007155
LOC105320214	1	GO:0008201
LOC105320214	1	GO:0031012
LOC105320214	1	GO:0043395
LOC105320214	1	GO:0110151
LOC105334677	7	GO:0016021
LOC105326722	13	GO:0000122
LOC105326722	13	GO:0004842
LOC105326722	13	GO:0005634
LOC105326722	13	GO:0005737
LOC105326722	13	GO:0005768
LOC105326722	13	GO:0005769
LOC105326722	13	GO:0005829
LOC105326722	13	GO:0030904
LOC105326722	13	GO:0034314
LOC105326722	13	GO:0042147
LOC105326722	13	GO:0042752
LOC105326722	13	GO:0045892
LOC105326722	13	GO:0048511
LOC105326722	13	GO:0051127
LOC105326722	13	GO:0070534
LOC105323913	13	GO:0005576
LOC105326721	13	GO:0005576
LOC105319410	13	GO:0000794
LOC105319410	13	GO:0003779
LOC105319410	13	GO:0005863
LOC105319410	13	GO:0007062
LOC105319410	13	GO:0007076
LOC105319410	13	GO:0007498
LOC105319410	13	GO:0007520
LOC105319410	13	GO:0007522
LOC105319410	13	GO:0007525
LOC105319410	13	GO:0008307
LOC105319410	13	GO:0016203
LOC105319410	13	GO:0030017
LOC105319410	13	GO:0030018
LOC105319410	13	GO:0031674
LOC105319410	13	GO:0035206
LOC105319410	13	GO:0040011
LOC105319410	13	GO:0045214
LOC105319410	13	GO:0051301
LOC105333510	11	GO:0005516
LOC105333510	11	GO:0005737
LOC105327632	13	GO:0001530
LOC105327632	13	GO:0003677
LOC105327632	13	GO:0005044
LOC105327632	13	GO:0005576
LOC105327632	13	GO:0005615
LOC105327632	13	GO:0005737
LOC105327632	13	GO:0006898
LOC105327632	13	GO:0006952
LOC105327632	13	GO:0015031
LOC105327632	13	GO:0019898
LOC105327632	13	GO:0030670
LOC105327632	13	GO:0030855
LOC105327632	13	GO:0031012
LOC105327632	13	GO:0035375
LOC105327632	13	GO:0038187
LOC105327632	13	GO:0042494
LOC105327632	13	GO:0042589
LOC105327632	13	GO:0043152
LOC105327632	13	GO:0045087
LOC105327632	13	GO:0048306
LOC105327632	13	GO:0050829
LOC105327632	13	GO:0050830
LOC105327632	13	GO:0050840
LOC105327632	13	GO:0051607
LOC105327632	13	GO:0061844
LOC105327632	13	GO:0070062
LOC105327632	13	GO:0070891
LOC105327632	13	GO:1904399
LOC105326272	5	GO:0005615
LOC105326272	5	GO:0005886
LOC105326272	5	GO:0007155
LOC105326272	5	GO:0007339
LOC105326272	5	GO:0016021
LOC105326272	5	GO:0031012
LOC105326272	5	GO:0050840
LOC105326272	5	GO:2000359
LOC105321527	5	GO:0000413
LOC105321527	5	GO:0003723
LOC105321527	5	GO:0003755
LOC105321527	5	GO:0005634
LOC105321527	5	GO:0005654
LOC105321527	5	GO:0005737
LOC105321527	5	GO:0005783
LOC105321527	5	GO:0005788
LOC105321527	5	GO:0005790
LOC105321527	5	GO:0005925
LOC105321527	5	GO:0006457
LOC105321527	5	GO:0016018
LOC105321527	5	GO:0016020
LOC105321527	5	GO:0030593
LOC105321527	5	GO:0032991
LOC105321527	5	GO:0034663
LOC105321527	5	GO:0040018
LOC105321527	5	GO:0042470
LOC105321527	5	GO:0043231
LOC105321527	5	GO:0044794
LOC105321527	5	GO:0044829
LOC105321527	5	GO:0048471
LOC105321527	5	GO:0050821
LOC105321527	5	GO:0051082
LOC105321527	5	GO:0060348
LOC105321527	5	GO:0061077
LOC105321527	5	GO:0070062
LOC105321527	5	GO:0070063
LOC105321539	8	GO:0005975
LOC105321539	8	GO:0005982
LOC105321539	8	GO:0005991
LOC105321539	8	GO:0009693
LOC105321539	8	GO:0010364
LOC105321539	8	GO:1900055
LOC105318190	6	GO:0000978
LOC105318190	6	GO:0000981
LOC105318190	6	GO:0005634
LOC105318190	6	GO:0006357
LOC105318190	6	GO:0009653
LOC105318190	6	GO:0019904
LOC105318190	6	GO:0030154
LOC105318190	6	GO:0048731
LOC105349024	8	GO:0003677
LOC105349024	8	GO:0003723
LOC105349024	8	GO:0004386
LOC105349024	8	GO:0005524
LOC105349024	8	GO:0005634
LOC105349024	8	GO:0005654
LOC105349024	8	GO:0005730
LOC105349024	8	GO:0005737
LOC105349024	8	GO:0006281
LOC105349024	8	GO:0008094
LOC105349024	8	GO:0008270
LOC105349024	8	GO:0016020
LOC105349024	8	GO:0016363
LOC105349024	8	GO:0016567
LOC105349024	8	GO:0016818
LOC105349024	8	GO:0031625
LOC105349024	8	GO:0042789
LOC105349024	8	GO:0045944
LOC105349024	8	GO:0050767
LOC105349024	8	GO:0061630
LOC105349024	8	GO:0090575
LOC105349024	8	GO:0140658
LOC105320106	2	GO:0001503
LOC105320106	2	GO:0001968
LOC105320106	2	GO:0002244
LOC105320106	2	GO:0005576
LOC105320106	2	GO:0005615
LOC105320106	2	GO:0005634
LOC105320106	2	GO:0005654
LOC105320106	2	GO:0005788
LOC105320106	2	GO:0006357
LOC105320106	2	GO:0022409
LOC105320106	2	GO:0030154
LOC105320106	2	GO:0030510
LOC105320106	2	GO:0030514
LOC105320106	2	GO:0032926
LOC105320106	2	GO:0045671
LOC105320106	2	GO:0045944
LOC105320106	2	GO:0048185
LOC105320106	2	GO:0090101
LOC105326367	10	GO:0003677
LOC105326367	10	GO:0005634
LOC105326367	10	GO:0006357
LOC105327296	2	GO:0005506
LOC105327296	2	GO:0005737
LOC105327296	2	GO:0006633
LOC105327296	2	GO:0009978
LOC105327296	2	GO:0016020
LOC105327296	2	GO:0019369
LOC105327296	2	GO:0020037
LOC105327296	2	GO:0031408
LOC105327296	2	GO:0047677
LOC105347275	14	GO:0000723
LOC105347275	14	GO:0000781
LOC105347275	14	GO:0000978
LOC105347275	14	GO:0000981
LOC105347275	14	GO:0003691
LOC105347275	14	GO:0005634
LOC105347275	14	GO:0006355
LOC105347275	14	GO:0006357
LOC105347275	14	GO:0008301
LOC105347275	14	GO:0016233
LOC105347275	14	GO:0032200
LOC105347275	14	GO:0042048
LOC105347275	14	GO:0042162
LOC105347275	14	GO:0048665
LOC105347275	6	GO:0000723
LOC105347275	6	GO:0000781
LOC105347275	6	GO:0000978
LOC105347275	6	GO:0000981
LOC105347275	6	GO:0003691
LOC105347275	6	GO:0005634
LOC105347275	6	GO:0006355
LOC105347275	6	GO:0006357
LOC105347275	6	GO:0008301
LOC105347275	6	GO:0016233
LOC105347275	6	GO:0032200
LOC105347275	6	GO:0042048
LOC105347275	6	GO:0042162
LOC105347275	6	GO:0048665
LOC105340413	4	GO:0001525
LOC105340413	4	GO:0005576
LOC105340413	4	GO:0016525
LOC105340413	4	GO:0030218
LOC105340413	4	GO:0035162
LOC105340413	4	GO:0071425
LOC105348209	12	GO:0000146
LOC105348209	12	GO:0000281
LOC105348209	12	GO:0001701
LOC105348209	12	GO:0001725
LOC105348209	12	GO:0001764
LOC105348209	12	GO:0001778
LOC105348209	12	GO:0003279
LOC105348209	12	GO:0005516
LOC105348209	12	GO:0005524
LOC105348209	12	GO:0005737
LOC105348209	12	GO:0005819
LOC105348209	12	GO:0005829
LOC105348209	12	GO:0005844
LOC105348209	12	GO:0005903
LOC105348209	12	GO:0005938
LOC105348209	12	GO:0006887
LOC105348209	12	GO:0006930
LOC105348209	12	GO:0007097
LOC105348209	12	GO:0007155
LOC105348209	12	GO:0007409
LOC105348209	12	GO:0007411
LOC105348209	12	GO:0007420
LOC105348209	12	GO:0007507
LOC105348209	12	GO:0007512
LOC105348209	12	GO:0008283
LOC105348209	12	GO:0008360
LOC105348209	12	GO:0009898
LOC105348209	12	GO:0016459
LOC105348209	12	GO:0016460
LOC105348209	12	GO:0021592
LOC105348209	12	GO:0021670
LOC105348209	12	GO:0021678
LOC105348209	12	GO:0021680
LOC105348209	12	GO:0030027
LOC105348209	12	GO:0030036
LOC105348209	12	GO:0030048
LOC105348209	12	GO:0030239
LOC105348209	12	GO:0030424
LOC105348209	12	GO:0030426
LOC105348209	12	GO:0030496
LOC105348209	12	GO:0031032
LOC105348209	12	GO:0031175
LOC105348209	12	GO:0031594
LOC105348209	12	GO:0032154
LOC105348209	12	GO:0032982
LOC105348209	12	GO:0035613
LOC105348209	12	GO:0035904
LOC105348209	12	GO:0042641
LOC105348209	12	GO:0042802
LOC105348209	12	GO:0043005
LOC105348209	12	GO:0043025
LOC105348209	12	GO:0043197
LOC105348209	12	GO:0043531
LOC105348209	12	GO:0048027
LOC105348209	12	GO:0050714
LOC105348209	12	GO:0050885
LOC105348209	12	GO:0051015
LOC105348209	12	GO:0051017
LOC105348209	12	GO:0055003
LOC105348209	12	GO:0055015
LOC105348209	12	GO:0060041
LOC105348209	12	GO:0060976
LOC105348209	12	GO:0070650
LOC105348209	12	GO:0097513
LOC105348209	12	GO:0098871
LOC105348209	12	GO:0098974
LOC105348209	12	GO:0098978
LOC105348209	12	GO:1905274
LOC105328000	11	GO:0005509
LOC105328000	11	GO:0019722
LOC105328003	11	GO:0005509
LOC105328003	11	GO:0005737
LOC105328003	11	GO:0005856
LOC105328003	11	GO:0019722
LOC105328003	11	GO:0031514
LOC105328005	14	GO:0005509
LOC105328005	6	GO:0005509
LOC105328008	7	GO:0005509
LOC105328008	7	GO:0019722
LOC105338027	2	GO:0000978
LOC105338027	2	GO:0000981
LOC105338027	2	GO:0001655
LOC105338027	2	GO:0001756
LOC105338027	2	GO:0005634
LOC105338027	2	GO:0006357
LOC105338027	2	GO:0007412
LOC105338027	2	GO:0007595
LOC105338027	2	GO:0008542
LOC105338027	2	GO:0009653
LOC105338027	2	GO:0021510
LOC105338027	2	GO:0021767
LOC105338027	2	GO:0021794
LOC105338027	2	GO:0021855
LOC105338027	2	GO:0022029
LOC105338027	2	GO:0030154
LOC105338027	2	GO:0030901
LOC105338027	2	GO:0033504
LOC105338027	2	GO:0043524
LOC105338027	2	GO:0043565
LOC105338027	2	GO:0061030
LOC105338027	2	GO:0061374
LOC105338027	2	GO:0061377
LOC105338027	2	GO:0061379
LOC105338027	2	GO:0061381
LOC105338027	2	GO:1990837
LOC105324613	1	GO:0004100
LOC105324613	1	GO:0005886
LOC105324613	1	GO:0006031
LOC105324613	1	GO:0006038
LOC105324613	1	GO:0016021
LOC105324613	1	GO:0030428
LOC105324613	1	GO:0061063
LOC105324613	1	GO:0071944
LOC105335795	4	NA
LOC105329519	11	GO:0005737
LOC105329519	11	GO:0005874
LOC105329519	11	GO:0036157
LOC105329519	11	GO:0036158
LOC105329519	11	GO:0043014
LOC105329519	11	GO:0045504
LOC105336795	7	GO:0000981
LOC105336795	7	GO:0003677
LOC105336795	7	GO:0005634
LOC105330091	14	GO:0004031
LOC105330091	14	GO:0004497
LOC105330091	14	GO:0004499
LOC105330091	14	GO:0005789
LOC105330091	14	GO:0005829
LOC105330091	14	GO:0006629
LOC105330091	14	GO:0006805
LOC105330091	14	GO:0016021
LOC105330091	14	GO:0050660
LOC105330091	14	GO:0050661
LOC105330091	14	GO:0070995
LOC105330091	14	GO:0090181
LOC105330091	14	GO:0106294
LOC105318132	13	GO:0000055
LOC105318132	13	GO:0000056
LOC105318132	13	GO:0000774
LOC105318132	13	GO:0003714
LOC105318132	13	GO:0005634
LOC105318132	13	GO:0005635
LOC105318132	13	GO:0005643
LOC105318132	13	GO:0006607
LOC105318132	13	GO:0006611
LOC105318132	13	GO:0006913
LOC105318132	13	GO:0016973
LOC105318132	13	GO:0017056
LOC105318132	13	GO:0031965
LOC105318132	13	GO:0044613
LOC105318132	13	GO:0044614
LOC105318132	13	GO:0051664
LOC105318132	13	GO:0061912
